                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.00756,                 6.0678,                  1.312,                0.65101,                0.56213,                0.59932,                0.28917,                0.00963,                 6.8312,                 1.4131,             0.00061198,             0.00061198,             0.00061198
                     72,                0.00753,                 6.1821,                  1.333,                0.63526,                0.57032,                0.59283,                0.27696,                0.00983,                 6.7259,                 1.4248,             0.00061052,             0.00061052,             0.00061052
                     73,                 0.0076,                 6.0962,                 1.3112,                0.64498,                0.54513,                0.58392,                0.28359,                0.00932,                 6.9673,                 1.3544,             0.00060906,             0.00060906,             0.00060906
                     74,                0.00736,                 5.8877,                 1.3042,                0.67649,                0.55372,                0.59696,                0.28972,                0.00963,                 6.8579,                 1.4017,              0.0006076,              0.0006076,              0.0006076
                     75,                0.00727,                 5.5638,                 1.2444,                0.65778,                0.54429,                0.57726,                0.27907,                0.00966,                 6.9268,                 1.4102,             0.00060615,             0.00060615,             0.00060615
                     76,                0.00755,                 5.9896,                 1.3234,                0.68997,                0.49867,                0.55234,                0.25703,                0.00966,                 8.1071,                 1.4052,             0.00060469,             0.00060469,             0.00060469
                     77,                0.00744,                 5.8398,                 1.2968,                0.66312,                0.53167,                0.59099,                0.29372,                0.00936,                 6.7228,                 1.3819,             0.00060323,             0.00060323,             0.00060323
                     78,                0.00762,                 6.0811,                 1.3163,                0.63997,                 0.5387,                0.57714,                0.28505,                0.00927,                 7.0271,                 1.3672,             0.00060177,             0.00060177,             0.00060177
                     79,                0.00762,                 6.1211,                 1.3366,                 0.7117,                0.51335,                0.59438,                0.27977,                0.00992,                 6.7636,                 1.4417,             0.00060032,             0.00060032,             0.00060032
                     80,                0.00753,                 6.0812,                 1.3117,                0.65078,                0.55669,                0.59568,                0.28276,                0.00973,                 7.0381,                 1.4359,             0.00059886,             0.00059886,             0.00059886
                     81,                0.00756,                 6.0586,                 1.3194,                0.67139,                0.53991,                0.60246,                0.30463,                0.00912,                 6.5943,                 1.3407,              0.0005974,              0.0005974,              0.0005974
                     82,                0.00728,                 5.5542,                 1.3004,                0.59775,                0.55331,                0.59282,                0.30126,                0.00902,                 6.6276,                 1.3493,             0.00059594,             0.00059594,             0.00059594
                     83,                0.00749,                 5.8601,                 1.2936,                0.67957,                0.52606,                0.59127,                0.29833,                0.00883,                  6.622,                 1.3096,             0.00059449,             0.00059449,             0.00059449
                     84,                 0.0075,                 6.0522,                 1.3236,                0.63067,                0.56245,                0.59148,                0.29204,                0.00926,                 6.6969,                 1.3662,             0.00059303,             0.00059303,             0.00059303
                     85,                0.00755,                 6.0548,                 1.3012,                0.66433,                0.51606,                0.57885,                0.28345,                 0.0095,                 6.8701,                 1.3758,             0.00059157,             0.00059157,             0.00059157
                     86,                0.00748,                 6.0296,                 1.3198,                0.63468,                0.57529,                0.60659,                 0.3159,                0.00899,                 6.5567,                 1.3428,             0.00059011,             0.00059011,             0.00059011
                     87,                 0.0073,                 5.5773,                 1.2854,                0.59867,                0.54783,                0.57007,                0.28503,                0.00935,                 7.1441,                 1.3738,             0.00058866,             0.00058866,             0.00058866
                     88,                0.00763,                  6.106,                 1.3066,                0.59474,                0.56572,                 0.5955,                0.29063,                0.00925,                 6.9282,                 1.3565,              0.0005872,              0.0005872,              0.0005872
                     89,                0.00736,                 5.6566,                 1.2953,                0.70297,                0.54432,                0.60802,                0.30992,                0.00876,                 6.7296,                 1.3282,             0.00058574,             0.00058574,             0.00058574
                     90,                0.00737,                 5.6843,                 1.2872,                0.72479,                0.53706,                0.59123,                0.28555,                0.00954,                 7.0035,                  1.384,             0.00058428,             0.00058428,             0.00058428
                     91,                0.00634,                 3.9961,                 1.1675,                0.63883,                 0.5216,                0.56227,                0.26308,                0.00978,                 7.3512,                 1.4373,             0.00058283,             0.00058283,             0.00058283
                     92,                0.00634,                 3.8407,                 1.1662,                0.63952,                 0.5751,                0.59935,                0.29881,                0.00918,                 7.0178,                 1.3638,             0.00058137,             0.00058137,             0.00058137
                     93,                0.00644,                 3.9388,                 1.1572,                0.68559,                0.52677,                0.59647,                 0.2932,                0.00962,                 7.0957,                 1.4263,             0.00057991,             0.00057991,             0.00057991
                     94,                0.00651,                  4.021,                 1.1881,                0.62926,                0.53628,                0.57655,                0.27609,                0.00948,                  7.278,                 1.4147,             0.00057845,             0.00057845,             0.00057845
                     95,                 0.0065,                 3.9818,                 1.1902,                 0.6396,                0.52219,                 0.5739,                0.29229,                0.00898,                 7.0377,                 1.3514,               0.000577,               0.000577,               0.000577
                     96,                0.00656,                 3.8544,                 1.1766,                0.63539,                0.55468,                0.58639,                0.29597,                0.00919,                 7.3038,                 1.3761,             0.00057554,             0.00057554,             0.00057554
                     97,                0.00653,                 3.9483,                 1.1756,                0.67316,                0.52771,                0.58502,                0.28765,                0.00939,                 7.0103,                 1.3825,             0.00057408,             0.00057408,             0.00057408
                     98,                0.00629,                 3.6911,                 1.1747,                0.66416,                0.54362,                0.58998,                0.29412,                  0.009,                 6.8578,                 1.3279,             0.00057262,             0.00057262,             0.00057262
                     99,                0.00628,                 4.0093,                 1.1316,                0.66795,                0.55095,                0.59621,                0.29122,                0.00951,                 6.8825,                 1.4098,             0.00057117,             0.00057117,             0.00057117
                    100,                0.00626,                 3.7692,                 1.1515,                0.67672,                0.52646,                0.58445,                0.27297,                0.00957,                 7.0845,                 1.3997,             0.00056971,             0.00056971,             0.00056971
