                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.88068,                0.77268,                0.99803,                0.36723,                0.39867,                0.35936,                 0.2297,                 1.0434,                 1.0105,                 1.0644,             0.00057423,             0.00057423,             0.00057423
                     89,                0.85878,                0.75486,                0.99263,                0.48134,                0.39621,                0.35442,                  0.231,                 1.0217,                  1.011,                 1.0577,             0.00057263,             0.00057263,             0.00057263
                     90,                0.89546,                0.74568,                0.97629,                0.41389,                0.37341,                0.37205,                0.24411,                 1.0393,                0.99573,                 1.0569,             0.00057102,             0.00057102,             0.00057102
                     91,                0.91222,                 0.7321,                0.99646,                0.60714,                0.36054,                0.38018,                0.24128,                 1.0263,                 1.0104,                 1.0552,             0.00056941,             0.00056941,             0.00056941
                     92,                0.89047,                0.78095,                0.97088,                0.52251,                 0.4276,                0.37935,                0.24474,                 1.0124,                0.98416,                 1.0445,             0.00056781,             0.00056781,             0.00056781
                     93,                0.88785,                0.71113,                 0.9921,                0.53797,                0.45291,                0.40602,                0.25928,                 1.0625,                 1.0035,                 1.0743,              0.0005662,              0.0005662,              0.0005662
                     94,                0.82949,                0.72307,                 0.9845,                0.59473,                0.36584,                0.37611,                0.24732,                 1.0175,                0.98627,                 1.0529,              0.0005646,              0.0005646,              0.0005646
                     95,                0.87657,                0.68118,                0.98395,                0.42952,                0.36691,                0.37328,                0.25066,                 1.0132,                 1.0303,                 1.0457,             0.00056299,             0.00056299,             0.00056299
                     96,                0.89029,                0.76621,                 1.0058,                0.49611,                0.42959,                0.35638,                0.22934,                 1.0232,                 1.0216,                 1.0609,             0.00056103,             0.00056103,             0.00056103
                     97,                0.86371,                0.73242,                 1.0198,                  0.506,                0.39635,                0.37008,                0.24088,                 1.0358,                 1.0237,                 1.0561,             0.00055942,             0.00055942,             0.00055942
                     98,                0.88808,                0.80615,                 1.0197,                 0.5763,                0.33667,                0.39165,                0.26155,                 1.0065,                0.95885,                 1.0502,             0.00055781,             0.00055781,             0.00055781
                     99,                0.86757,                0.72435,                0.99512,                0.38152,                0.42336,                0.38516,                0.25554,                 1.0095,                0.96004,                  1.055,              0.0005562,              0.0005562,              0.0005562
                    100,                0.84258,                0.67685,                 0.9726,                0.54256,                0.38395,                0.37985,                0.24984,                  1.026,                 1.0055,                 1.0523,             0.00055459,             0.00055459,             0.00055459
                    101,                0.89696,                0.75646,                0.99781,                0.56264,                0.39845,                0.39284,                0.26559,                 1.0343,                0.95186,                 1.0579,             0.00055298,             0.00055298,             0.00055298
                    102,                0.84626,                0.69765,                0.96802,                0.52955,                0.38336,                0.35765,                0.22789,                 1.0441,                 1.0572,                 1.0495,             0.00055137,             0.00055137,             0.00055137
                    103,                0.84421,                0.70695,                0.96264,                0.38798,                0.42377,                0.37494,                0.24133,                 1.0192,                0.96937,                 1.0492,             0.00054976,             0.00054976,             0.00054976
                    104,                0.85744,                0.68069,                0.95735,                0.53503,                0.38917,                0.38733,                0.25407,                 1.0071,                0.98332,                 1.0443,             0.00054815,             0.00054815,             0.00054815
                    105,                0.85494,                0.69387,                0.96164,                0.35705,                0.40784,                0.37039,                0.24062,                 1.0244,                 1.0169,                 1.0551,             0.00054654,             0.00054654,             0.00054654
                    106,                0.88227,                0.72164,                0.97134,                0.49195,                0.40461,                0.39544,                 0.2606,                 1.0334,                0.97842,                 1.0569,             0.00054493,             0.00054493,             0.00054493
                    107,                0.86878,                0.70331,                0.97703,                0.50048,                  0.384,                0.36577,                0.24393,                  1.006,                0.98884,                 1.0422,             0.00054332,             0.00054332,             0.00054332
                    108,                0.86024,                0.72914,                 0.9708,                0.57446,                0.41242,                0.38956,                0.25877,                 1.0312,                0.99111,                 1.0587,             0.00054171,             0.00054171,             0.00054171
                    109,                0.89072,                0.70363,                0.99579,                0.55311,                0.38384,                0.37483,                0.24553,                 1.0507,                 1.0087,                 1.0618,              0.0005401,              0.0005401,              0.0005401
                    110,                0.88552,                0.68768,                0.99828,                0.46768,                0.44462,                0.39708,                0.26133,                 1.0228,                0.98863,                  1.051,             0.00053849,             0.00053849,             0.00053849
                    111,                0.87798,                0.69445,                0.97658,                0.39529,                0.40868,                0.37677,                0.25167,                 1.0128,                0.99578,                 1.0443,             0.00053688,             0.00053688,             0.00053688
                    112,                0.84249,                0.70096,                0.97907,                0.54602,                0.45259,                0.40631,                0.26279,                 1.0202,                 1.0266,                 1.0455,             0.00053527,             0.00053527,             0.00053527
                    113,                0.86185,                0.69427,                0.97951,                0.56889,                0.36215,                0.38382,                0.25093,                 1.0179,                 1.0119,                 1.0519,             0.00053366,             0.00053366,             0.00053366
                    114,                0.82051,                0.65172,                0.96034,                0.44855,                0.44537,                0.37766,                0.24862,                  1.029,                0.97897,                 1.0487,             0.00053205,             0.00053205,             0.00053205
                    115,                0.81629,                0.64575,                0.96578,                0.62153,                0.35264,                 0.4066,                0.26709,                 1.0066,                0.98309,                 1.0462,             0.00053044,             0.00053044,             0.00053044
                    116,                0.87113,                0.70062,                0.95922,                0.60769,                 0.3634,                0.39346,                0.25536,                 1.0209,                0.94984,                 1.0482,             0.00052883,             0.00052883,             0.00052883
                    117,                0.85971,                 0.6819,                0.98148,                0.60311,                0.42297,                0.42213,                0.27748,                 1.0131,                0.97458,                 1.0429,             0.00052722,             0.00052722,             0.00052722
                    118,                0.84054,                0.73482,                0.97642,                0.48391,                 0.4458,                0.38702,                0.26142,                 1.0004,                0.97819,                 1.0406,             0.00052561,             0.00052561,             0.00052561
                    119,                 0.8376,                0.64511,                0.97259,                0.43871,                0.40952,                0.39964,                0.26199,                 1.0235,                 1.0135,                 1.0508,               0.000524,               0.000524,               0.000524
                    120,                0.84168,                0.67565,                0.97556,                 0.6443,                 0.4099,                0.44574,                0.28215,                 1.0075,                0.97356,                 1.0553,             0.00052239,             0.00052239,             0.00052239
                    121,                0.81036,                 0.6369,                0.97307,                0.58613,                0.42355,                0.42301,                0.28236,                 1.0063,                0.95262,                 1.0474,             0.00052078,             0.00052078,             0.00052078
                    122,                0.82583,                0.65464,                0.94156,                0.61001,                0.39502,                0.41373,                0.26881,                 1.0213,                0.96239,                  1.053,             0.00051917,             0.00051917,             0.00051917
                    123,                0.81198,                0.63378,                0.96307,                0.54823,                0.39213,                0.37741,                0.24799,                0.99921,                  1.007,                  1.042,             0.00051756,             0.00051756,             0.00051756
                    124,                0.83499,                 0.6591,                 0.9674,                0.51047,                0.44647,                0.39432,                0.26145,                 1.0014,                0.97092,                  1.047,             0.00051595,             0.00051595,             0.00051595
                    125,                0.81527,                0.60505,                0.98564,                0.58642,                 0.4388,                0.41295,                0.27042,                 1.0052,                 1.0011,                 1.0431,             0.00051434,             0.00051434,             0.00051434
                    126,                0.78621,                0.60718,                0.94863,                0.59269,                0.39525,                0.43174,                0.28509,                 1.0133,                0.99734,                 1.0494,             0.00051273,             0.00051273,             0.00051273
                    127,                0.77467,                0.63381,                0.94045,                0.49088,                0.38379,                0.37458,                0.24676,                  1.017,                0.99922,                 1.0482,             0.00051112,             0.00051112,             0.00051112
                    128,                0.82092,                0.63385,                0.95123,                 0.5586,                0.37268,                0.37614,                0.24957,                 1.0096,                0.97188,                 1.0505,             0.00050951,             0.00050951,             0.00050951
                    129,                0.79512,                0.61119,                0.95413,                0.51926,                0.41806,                0.38025,                0.25281,                 1.0143,                0.98378,                 1.0566,              0.0005079,              0.0005079,              0.0005079
                    130,                0.81261,                0.61667,                0.94699,                0.60357,                0.38395,                0.39396,                0.25592,                 1.0157,                0.99723,                 1.0528,             0.00050629,             0.00050629,             0.00050629
                    131,                 0.8048,                0.62774,                0.94956,                0.59273,                0.37669,                0.39417,                0.25396,                 1.0104,                0.94179,                 1.0513,             0.00050468,             0.00050468,             0.00050468
                    132,                0.82074,                0.60749,                0.96022,                0.51739,                0.40065,                0.37567,                0.24693,                 1.0174,                0.98692,                 1.0521,             0.00050307,             0.00050307,             0.00050307
                    133,                0.79271,                0.60272,                0.96499,                0.49845,                0.45567,                0.38629,                0.24856,                0.98977,                  0.971,                   1.05,             0.00050146,             0.00050146,             0.00050146
                    134,                0.81613,                0.60745,                0.94747,                0.58752,                0.34088,                0.39178,                0.25978,                 1.0052,                0.93861,                 1.0458,             0.00049985,             0.00049985,             0.00049985
                    135,                0.85074,                0.64337,                0.95306,                0.62288,                0.37769,                0.40388,                0.26571,                 1.0173,                0.96089,                 1.0646,             0.00049824,             0.00049824,             0.00049824
                    136,                0.78852,                 0.6062,                 0.9512,                0.50914,                0.42446,                0.39617,                0.25497,                 1.0093,                0.96245,                 1.0555,             0.00049712,             0.00049712,             0.00049712
                    137,                0.82235,                0.63562,                0.97425,                0.35278,                0.44962,                0.37053,                0.24475,                 1.0234,                0.99125,                   1.06,             0.00049552,             0.00049552,             0.00049552
                    138,                0.79983,                0.60765,                 0.9529,                0.40614,                0.41838,                0.36454,                0.24076,                 1.0344,                0.99406,                 1.0624,             0.00049391,             0.00049391,             0.00049391
                    139,                0.76255,                0.59644,                 0.9299,                0.46758,                0.39128,                 0.3911,                0.25595,                 1.0198,                0.99973,                 1.0546,              0.0004923,              0.0004923,              0.0004923
                    140,                0.72894,                0.55243,                0.92338,                  0.409,                0.43899,                0.40673,                0.26006,                 1.0116,                0.94153,                 1.0408,              0.0004907,              0.0004907,              0.0004907
                    141,                0.79412,                0.60113,                 0.9481,                 0.3799,                0.45063,                0.38983,                0.25842,                 1.0103,                0.98057,                 1.0551,             0.00048909,             0.00048909,             0.00048909
                    142,                0.81925,                0.63772,                0.95987,                0.41061,                0.41878,                0.38453,                0.25333,                 1.0172,                0.98703,                 1.0471,             0.00048748,             0.00048748,             0.00048748
                    143,                0.80737,                0.58044,                 0.9543,                0.50564,                0.38783,                 0.4141,                 0.2741,                 1.0234,                0.97337,                 1.0466,             0.00048588,             0.00048588,             0.00048588
                    144,                0.80361,                0.56979,                0.93261,                0.44207,                0.41358,                0.39531,                0.26098,                 1.0205,                0.96609,                 1.0432,             0.00048427,             0.00048427,             0.00048427
                    145,                0.80979,                0.57739,                0.94641,                0.52341,                0.35843,                0.40173,                0.25799,                 1.0076,                0.97899,                 1.0474,             0.00048266,             0.00048266,             0.00048266
                    146,                0.79964,                0.59985,                0.93396,                0.53664,                0.41424,                0.40103,                0.25868,                 1.0126,                0.98761,                 1.0488,             0.00048106,             0.00048106,             0.00048106
                    147,                0.80649,                0.58504,                 0.9509,                 0.5707,                0.40965,                0.40638,                0.26321,                 1.0168,                0.99505,                 1.0491,             0.00047945,             0.00047945,             0.00047945
                    148,                0.77934,                0.60215,                0.95306,                0.41601,                0.43295,                0.40043,                0.25827,                 1.0314,                 1.0046,                 1.0569,             0.00047731,             0.00047731,             0.00047731
                    149,                0.74891,                0.58601,                0.94173,                0.50031,                0.36823,                0.40408,                0.26234,                 1.0066,                0.97039,                 1.0453,             0.00047624,             0.00047624,             0.00047624
                    150,                0.75262,                0.57545,                 0.9506,                0.57781,                0.39569,                0.40581,                0.26125,                 1.0124,                 0.9692,                 1.0489,             0.00047463,             0.00047463,             0.00047463
                    151,                0.76317,                0.56371,                0.95042,                0.61356,                0.39027,                0.41472,                0.26296,                 1.0092,                0.95067,                  1.051,             0.00047303,             0.00047303,             0.00047303
